coordinates,mechanic_stairs,line,url_linea,elevator,accesible,station
" -3.6957592776154744, 40.50525031559373 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1052,True,True,Montecarmelo
" -3.6952099494181434, 40.50119961127806 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1051,True,True,Tres Olivos
" -3.6928338396454277, 40.49507880631472 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1001,False,False,Fuencarral
" -3.7055818156463136, 40.43001095773282 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-212,False,False,San Bernardo
" -3.702188295886296, 40.42904963582931 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-109,False,False,Bilbao
" -3.702188295886296, 40.42904963582931 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-404,False,False,Alonso Martínez
" -3.702188295886296, 40.42904963582931 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-405,False,False,Colón
" -3.686637031792093, 40.42543132477729 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-406,False,False,Serrano
" -3.686637031792093, 40.42543132477729 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-407,False,False,Velázquez
" -3.6759123759569388, 40.42453956509611 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-203,True,True,Goya
" -3.6754163728813944, 40.429164099118886 ",False,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-409,False,False,Lista
" -3.6754163728813944, 40.429164099118886 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-410,False,False,Diego de León
" -3.6754163728813944, 40.429164099118886 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-411,False,False,Avenida de América
" -3.612070828457266, 40.422390661721714 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-254,True,True,Avenida de Guadalajara
" -3.6235144027647195, 40.418284443909386 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-253,True,True,Alsacia
" -3.6391475841604057, 40.42361352022292 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-252,True,True,La Almudena
" -3.650528497343345, 40.4266131180015 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-251,True,True,La Elipa
" -3.663667689792175, 40.43088079412545 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-201,False,False,Ventas
" -3.6692617275650825, 40.42790259126464 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-202,False,False,Manuel Becerra
" -3.6759123759569388, 40.42453956509611 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-203,True,True,Goya
" -3.6801282562882505, 40.42293825869698 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-204,False,False,Príncipe de Vergara
" -3.6862547889045016, 40.420298442434046 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-205,False,False,Retiro
" -3.6862547889045016, 40.420298442434046 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-206,False,False,Banco de España
" -3.699256777934109, 40.41804935637811 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-207,False,False,Sevilla
" -3.7032639472488222, 40.416871893770455 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-112,True,True,Sol
" -3.711990993449082, 40.341223138866916 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-356,True,True,San Cristóbal
" -3.711990993449082, 40.341223138866916 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-355,True,True,Villaverde Bajo-Cruce
" -3.711990993449082, 40.341223138866916 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-354,True,True,Ciudad de los Ángeles
" -3.711990993449082, 40.341223138866916 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-353,True,True,San Fermín-Orcasur
" -3.695855104968134, 40.37502451461551 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-352,True,True,Hospital 12 de Octubre
" -3.697892329475578, 40.38409341257691 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-351,True,True,Almendrales
" -3.695125551387507, 40.391146176794116 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-301,True,True,Legazpi
" -3.6942021511558596, 40.39989953900073 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-302,True,True,Delicias
" -3.6942347260526547, 40.40307053569799 ",False,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-303,True,True,Palos de la Frontera
" -3.702681992509139, 40.40511861972591 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-304,True,True,Embajadores
" -3.702681992509139, 40.40511861972591 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-305,True,True,Lavapiés
" -3.6641453517860403, 40.395535508762855 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-120,False,False,Nueva Numancia
" -3.658685211486692, 40.392656804760804 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-121,False,False,Portazgo
" -3.6539143400014304, 40.39155774604133 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-122,False,False,Buenos Aires
" -3.6452252835565764, 40.389768700352434 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-123,True,True,Alto del Arenal
" -3.6452252835565764, 40.389768700352434 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-124,True,True,Miguel Hernández
" -3.624724516699161, 40.38216046446645 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-125,True,True,Sierra de Guadalupe
" -3.621308015889596, 40.37959325302986 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-126,True,True,Villa de Vallecas
" -3.618850584099445, 40.37238110745017 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-127,True,True,Congosto
" -3.6134711039363103, 40.37018451188382 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-128,True,True,La Gavia
" -3.5995338882203147, 40.36322145811309 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-129,True,True,Las Suertes
" -3.593169836651139, 40.36006503137792 ",True,linea-1,https://www.metromadrid.es/es/linea/linea-1#estacion-130,True,True,Valdecarros
" -3.6215666770605437, 40.40004253874335 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-920,True,True,Vicálvaro
" -3.6024040049730175, 40.40381066236725 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-921,True,True,San Cipriano
" -3.595982858510145, 40.40131238195054 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-922,True,True,Puerta de Arganda
" -3.547281479092949, 40.36676887211379 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-924,True,True,Rivas Urbanizaciones
" -3.524799759036857, 40.341341035027426 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-925,True,True,Rivas Futura
" -3.5206027411300975, 40.32836870738169 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-926,True,True,Rivas Vaciamadrid
" -3.4774526353611823, 40.31901406572024 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-927,True,True,La Poveda
" -3.447526065715983, 40.30366479038508 ",True,linea-9,https://www.metromadrid.es/es/linea/linea-9#estacion-928,True,True,Arganda del Rey
" -3.8857669856641905, 40.405635759413904 ",False,ml3,https://www.metromadrid.es/es/linea/ml3#estacion-5326,False,True,Nuevo Mundo
" -3.892642616855901, 40.40512342196911 ",False,ml3,https://www.metromadrid.es/es/linea/ml3#estacion-5327,False,True,Siglo XXI
" -3.892642616855901, 40.40512342196911 ",False,ml3,https://www.metromadrid.es/es/linea/ml3#estacion-5328,False,True,Infante Don Luís
" -3.903791073855019, 40.40776653612062 ",False,ml3,https://www.metromadrid.es/es/linea/ml3#estacion-5329,False,True,Puerta de Boadilla
" -3.5940139675362324, 40.45346693887937 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-551,True,True,El Capricho
" -3.608164956973511, 40.44942037767125 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-501,False,False,Canillejas
" -3.6170047299183143, 40.44374289429119 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-502,False,False,Torre Arias
" -3.6268474470761722, 40.44084308870699 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-503,False,False,Suanzes
" -3.638164089763644, 40.43804242659882 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-504,False,False,Ciudad Lineal
" -3.642834403605827, 40.43569222122078 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-505,True,True,Pueblo Nuevo
" -3.647365166136872, 40.43357684329915 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-506,False,False,Quintana
" -3.657582365367643, 40.431888543471025 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-507,False,False,El Carmen
" -3.663667689792175, 40.43088079412545 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-201,False,False,Ventas
" -3.663667689792175, 40.43088079412545 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-410,False,False,Diego de León
" -3.663667689792175, 40.43088079412545 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-510,False,False,Núñez de Balboa
" -3.6928338396454277, 40.49507880631472 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1002,False,False,Begoña
" -3.682593278115451, 40.4720227901636 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-151,True,True,Chamartín
" -3.689182340661554, 40.466893623466774 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-101,True,False,Plaza de Castilla
" -3.689862379719021, 40.458421129185616 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1005,False,False,Cuzco
" -3.689862379719021, 40.458421129185616 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1006,False,False,Santiago Bernabéu
" -3.6924180862691784, 40.446577042902604 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-618,True,True,Nuevos Ministerios
" -3.6924180862691784, 40.446577042902604 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-711,True,True,Gregorio Marañón
" -3.6924180862691784, 40.446577042902604 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-404,False,False,Alonso Martínez
" -3.701109289546837, 40.426182305029535 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-110,False,False,Tribunal
" -3.701109289546837, 40.426182305029535 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-308,True,True,Plaza de España
" -3.6748238288203408, 40.444185596768286 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-412,False,False,Prosperidad
" -3.6679186527610956, 40.44824371776939 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-413,False,False,Alfonso XIII
" -3.6611898359519834, 40.4535346495725 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-414,False,False,Avenida de La Paz
" -3.6561881225682944, 40.45582440947207 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-415,False,False,Arturo Soria
" -3.645820621327798, 40.45944135187602 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-416,False,False,Esperanza
" -3.635600579737649, 40.46380429988092 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-417,True,True,Canillas
" -3.6383312545367454, 40.46941986762225 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-418,True,True,Mar de Cristal
" -3.6395823502616023, 40.47446698722932 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-419,True,True,San Lorenzo
" -3.6395823502616023, 40.47446698722932 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-420,True,True,Parque de Santa María
" -3.6525796374794783, 40.47536730266078 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-421,True,True,Hortaleza
" -3.662905158694452, 40.476867092844046 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-422,True,True,Manoteras
" -3.7094295067152068, 40.41808648235822 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-209,True,True,Ópera
" -3.70796634277563, 40.421311677323516 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-210,False,False,Santo Domingo
" -3.7074256795634843, 40.42483751820921 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-211,False,False,Noviciado
" -3.7055818156463136, 40.43001095773282 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-212,False,False,San Bernardo
" -3.7043420216216063, 40.43321671973448 ",False,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-213,False,False,Quevedo
" -3.704337220993404, 40.43840594045452 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-214,True,True,Canal
" -3.7039784766540205, 40.446966678007556 ",True,linea-2,https://www.metromadrid.es/es/linea/linea-2#estacion-106,True,True,Cuatro Caminos
" -3.7032639472488222, 40.416871893770455 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-112,True,True,Sol
" -3.7056671453961694, 40.420127531994346 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-307,True,True,Callao
" -3.7056671453961694, 40.420127531994346 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-308,True,True,Plaza de España
" -3.7056671453961694, 40.420127531994346 ",False,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-309,True,True,Ventura Rodríguez
" -3.715975031788373, 40.430658770692084 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-310,True,True,Argüelles
" -3.7194521744896463, 40.43501556410216 ",True,linea-3,https://www.metromadrid.es/es/linea/linea-3#estacion-311,True,True,Moncloa
" -3.663667689792175, 40.43088079412545 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-511,False,False,Rubén Darío
" -3.663667689792175, 40.43088079412545 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-404,False,False,Alonso Martínez
" -3.69762156530907, 40.422924115641855 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-513,False,False,Chueca
" -3.69762156530907, 40.422924115641855 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-111,False,False,Gran Vía
" -3.7056671453961694, 40.420127531994346 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-307,True,True,Callao
" -3.7094295067152068, 40.41808648235822 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-209,True,True,Ópera
" -3.7081675783047383, 40.4112743722751 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-517,False,False,La Latina
" -3.711057633812725, 40.40703138929742 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-518,False,False,Puerta de Toledo
" -3.7066522311398944, 40.40386919094474 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-519,False,False,Acacias
" -3.7066522311398944, 40.40386919094474 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-520,True,True,Pirámides
" -3.701109289546837, 40.426182305029535 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-625,True,True,Príncipe Pío
" -3.7356377170839976, 40.41640917765352 ",False,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1013,True,True,Lago
" -3.7356377170839976, 40.41640917765352 ",False,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1014,True,True,Batán
" -3.7610192808902423, 40.40319981212787 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-530,True,True,Casa de Campo
" -3.774618016060599, 40.39697434800015 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1016,True,True,Colonia Jardín
" -3.774618016060599, 40.39697434800015 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1018,True,True,Aviación Española
" -3.791525479765706, 40.377697576926536 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1019,True,True,Cuatro Vientos
" -3.791525479765706, 40.377697576926536 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1020,True,True,Joaquín Vilumbrales
" -3.812116233154177, 40.34523919601582 ",True,linea-10,https://www.metromadrid.es/es/linea/linea-10#estacion-1021,True,True,Puerta del Sur
" -3.6668070437216325, 40.48013291749131 ",True,linea-4,https://www.metromadrid.es/es/linea/linea-4#estacion-153,True,True,Pinar de Chamartín
" -3.7066522311398944, 40.40386919094474 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-521,False,False,Marqués de Vadillo
" -3.723615630429613, 40.39334979453965 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-522,False,False,Urgel
" -3.731327675889255, 40.38846340308106 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-523,False,False,Oporto
" -3.7398266451178808, 40.388841774504186 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-524,False,False,Vista Alegre
" -3.751916263742287, 40.37199788960605 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-525,False,False,Carabanchel
" -3.7512174724118132, 40.384380915779076 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-526,True,True,Eugenia de Montijo
" -3.760809652950178, 40.38562451896221 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-527,True,True,Aluche
" -3.7653543590645233, 40.39056753293377 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-528,False,True,Empalme
" -3.7681359752950083, 40.39480136388358 ",False,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-529,False,False,Campamento
" -3.7610192808902423, 40.40319981212787 ",True,linea-5,https://www.metromadrid.es/es/linea/linea-5#estacion-530,True,True,Casa de Campo
